Timestamp,Event
"June 17, 2021 08:48:00",b
"June 17, 2021 08:48:04",b
"June 17, 2021 08:48:07",b
"June 17, 2021 08:48:12",b
"June 17, 2021 08:48:17",b
"June 17, 2021 08:48:20",b
"June 17, 2021 08:48:21",b
"June 17, 2021 08:48:24",c
"June 17, 2021 08:48:26",c
"June 17, 2021 08:48:31",c
"June 17, 2021 08:48:34",c
"June 17, 2021 08:48:35",c
"June 17, 2021 08:48:39",c
"June 17, 2021 08:48:43",c
"June 17, 2021 08:48:44",c
"June 17, 2021 08:48:45",c
"June 17, 2021 08:48:47",c
"June 17, 2021 08:48:48",c
"June 17, 2021 08:48:50",c
"June 17, 2021 08:48:54",c
"June 17, 2021 08:48:57",c
"June 17, 2021 08:48:59",c
"June 17, 2021 08:49:04",c
"June 17, 2021 08:49:07",c
"June 17, 2021 08:49:08",c
"June 17, 2021 08:49:12",c
"June 17, 2021 08:49:16",c
"June 17, 2021 08:49:19",c
"June 17, 2021 08:49:24",c
"June 17, 2021 08:49:27",d
"June 17, 2021 08:49:32",a
"June 17, 2021 08:49:35",b
"June 17, 2021 08:49:36",b
"June 17, 2021 08:49:39",b
"June 17, 2021 08:49:44",b
"June 17, 2021 08:49:46",b
"June 17, 2021 08:49:48",b
"June 17, 2021 08:49:51",b
"June 17, 2021 08:49:53",b
"June 17, 2021 08:49:58",b
"June 17, 2021 08:50:02",b
"June 17, 2021 08:50:06",b
"June 17, 2021 08:50:10",b
"June 17, 2021 08:50:14",c
"June 17, 2021 08:50:16",c
"June 17, 2021 08:50:21",c
"June 17, 2021 08:50:26",c
"June 17, 2021 08:50:28",c
"June 17, 2021 08:50:31",c
"June 17, 2021 08:50:35",c
"June 17, 2021 08:50:40",c
"June 17, 2021 08:50:44",c
"June 17, 2021 08:50:49",c
"June 17, 2021 08:50:51",c
"June 17, 2021 08:50:52",c
"June 17, 2021 08:50:57",c
"June 17, 2021 08:50:59",c
"June 17, 2021 08:51:04",c
"June 17, 2021 08:51:07",c
"June 17, 2021 08:51:12",c
"June 17, 2021 08:51:17",d
"June 17, 2021 08:51:22",a
"June 17, 2021 08:51:24",b
"June 17, 2021 08:51:28",b
"June 17, 2021 08:51:33",b
"June 17, 2021 08:51:34",b
"June 17, 2021 08:51:39",b
"June 17, 2021 08:51:41",b
"June 17, 2021 08:51:46",b
"June 17, 2021 08:51:50",b
"June 17, 2021 08:51:54",b
"June 17, 2021 08:51:56",b
"June 17, 2021 08:52:00",b
"June 17, 2021 08:52:05",b
"June 17, 2021 08:52:09",b
"June 17, 2021 08:52:12",b
"June 17, 2021 08:52:13",b
"June 17, 2021 08:52:17",b
"June 17, 2021 08:52:20",b
"June 17, 2021 08:52:21",b
"June 17, 2021 08:52:23",b
"June 17, 2021 08:52:26",b
"June 17, 2021 08:52:28",b
"June 17, 2021 08:52:32",b
"June 17, 2021 08:52:37",b
"June 17, 2021 08:52:38",b
"June 17, 2021 08:52:42",b
"June 17, 2021 08:52:47",b
"June 17, 2021 08:52:48",b
"June 17, 2021 08:52:53",b
"June 17, 2021 08:52:55",b
"June 17, 2021 08:53:00",b
"June 17, 2021 08:53:02",b
"June 17, 2021 08:53:03",b
"June 17, 2021 08:53:05",b
"June 17, 2021 08:53:06",b
"June 17, 2021 08:53:10",b
"June 17, 2021 08:53:11",b
"June 17, 2021 08:53:12",b
"June 17, 2021 08:53:17",b
"June 17, 2021 08:53:20",b
"June 17, 2021 08:53:24",b
"June 17, 2021 08:53:28",b
"June 17, 2021 08:53:31",b
"June 17, 2021 08:53:33",b
"June 17, 2021 08:53:35",b
"June 17, 2021 08:53:38",b
"June 17, 2021 08:53:41",b
"June 17, 2021 08:53:46",b
"June 17, 2021 08:53:49",b
"June 17, 2021 08:53:54",b
"June 17, 2021 08:53:59",b
"June 17, 2021 08:54:02",b
"June 17, 2021 08:54:07",b
"June 17, 2021 08:54:11",b
"June 17, 2021 08:54:12",b
"June 17, 2021 08:54:15",b
"June 17, 2021 08:54:16",b
"June 17, 2021 08:54:18",b
"June 17, 2021 08:54:19",b
"June 17, 2021 08:54:20",c
"June 17, 2021 08:54:23",c
"June 17, 2021 08:54:24",c
"June 17, 2021 08:54:28",c
"June 17, 2021 08:54:33",c
"June 17, 2021 08:54:35",c
"June 17, 2021 08:54:37",c
"June 17, 2021 08:54:41",c
"June 17, 2021 08:54:46",c
"June 17, 2021 08:54:50",c
"June 17, 2021 08:54:52",c
"June 17, 2021 08:54:55",c
"June 17, 2021 08:54:57",c
"June 17, 2021 08:55:02",c
"June 17, 2021 08:55:05",c
"June 17, 2021 08:55:06",c
"June 17, 2021 08:55:07",c
"June 17, 2021 08:55:11",c
"June 17, 2021 08:55:14",c
"June 17, 2021 08:55:18",c
"June 17, 2021 08:55:21",c
"June 17, 2021 08:55:23",c
"June 17, 2021 08:55:26",c
"June 17, 2021 08:55:31",c
"June 17, 2021 08:55:34",c
"June 17, 2021 08:55:39",c
"June 17, 2021 08:55:44",c
"June 17, 2021 08:55:47",c
"June 17, 2021 08:55:48",c
"June 17, 2021 08:55:53",c
"June 17, 2021 08:55:54",c
"June 17, 2021 08:55:58",c
"June 17, 2021 08:56:01",c
"June 17, 2021 08:56:06",c
"June 17, 2021 08:56:10",c
"June 17, 2021 08:56:11",c
"June 17, 2021 08:56:14",c
"June 17, 2021 08:56:19",d
"June 17, 2021 08:56:24",a
"June 17, 2021 08:56:27",b
"June 17, 2021 08:56:30",b
"June 17, 2021 08:56:32",b
"June 17, 2021 08:56:33",b
"June 17, 2021 08:56:38",b
"June 17, 2021 08:56:41",b
"June 17, 2021 08:56:46",b
"June 17, 2021 08:56:51",b
"June 17, 2021 08:56:55",b
"June 17, 2021 08:57:00",b
"June 17, 2021 08:57:01",b
"June 17, 2021 08:57:06",b
"June 17, 2021 08:57:11",b
"June 17, 2021 08:57:12",b
"June 17, 2021 08:57:13",b
"June 17, 2021 08:57:14",b
"June 17, 2021 08:57:17",b
"June 17, 2021 08:57:22",b
"June 17, 2021 08:57:23",b
"June 17, 2021 08:57:27",b
"June 17, 2021 08:57:31",b
"June 17, 2021 08:57:36",b
"June 17, 2021 08:57:40",b
"June 17, 2021 08:57:42",b
"June 17, 2021 08:57:43",b
"June 17, 2021 08:57:47",b
"June 17, 2021 08:57:52",b
"June 17, 2021 08:57:57",b
"June 17, 2021 08:57:59",b
"June 17, 2021 08:58:01",b
"June 17, 2021 08:58:06",b
"June 17, 2021 08:58:10",b
"June 17, 2021 08:58:14",b
"June 17, 2021 08:58:15",b
"June 17, 2021 08:58:20",b
"June 17, 2021 08:58:24",b
"June 17, 2021 08:58:29",b
"June 17, 2021 08:58:34",b
"June 17, 2021 08:58:36",b
"June 17, 2021 08:58:41",b
"June 17, 2021 08:58:45",b
"June 17, 2021 08:58:50",b
"June 17, 2021 08:58:53",b
"June 17, 2021 08:58:55",b
"June 17, 2021 08:58:57",b
"June 17, 2021 08:59:00",b
"June 17, 2021 08:59:01",b
"June 17, 2021 08:59:05",b
"June 17, 2021 08:59:07",b
"June 17, 2021 08:59:09",b
"June 17, 2021 08:59:11",b
"June 17, 2021 08:59:12",b
"June 17, 2021 08:59:16",b
"June 17, 2021 08:59:18",b
"June 17, 2021 08:59:21",b
"June 17, 2021 08:59:24",b
"June 17, 2021 08:59:25",b
"June 17, 2021 08:59:30",b
"June 17, 2021 08:59:35",b
"June 17, 2021 08:59:36",b
"June 17, 2021 08:59:39",b
"June 17, 2021 08:59:41",b
"June 17, 2021 08:59:46",d
"June 17, 2021 08:59:48",a
"June 17, 2021 08:59:49",b
"June 17, 2021 08:59:52",b
"June 17, 2021 08:59:57",b
"June 17, 2021 09:00:00",b
"June 17, 2021 09:00:05",b
"June 17, 2021 09:00:09",b
"June 17, 2021 09:00:14",b
"June 17, 2021 09:00:18",b
"June 17, 2021 09:00:22",b
"June 17, 2021 09:00:27",b
"June 17, 2021 09:00:31",b
"June 17, 2021 09:00:34",b
"June 17, 2021 09:00:37",b
"June 17, 2021 09:00:39",b
"June 17, 2021 09:00:40",b
"June 17, 2021 09:00:42",b
"June 17, 2021 09:00:47",b
"June 17, 2021 09:00:50",b
"June 17, 2021 09:00:53",b
"June 17, 2021 09:00:58",b
"June 17, 2021 09:01:00",b
"June 17, 2021 09:01:01",b
"June 17, 2021 09:01:04",b
"June 17, 2021 09:01:06",b
"June 17, 2021 09:01:08",b
"June 17, 2021 09:01:10",b
"June 17, 2021 09:01:11",b
"June 17, 2021 09:01:13",b
"June 17, 2021 09:01:14",b
"June 17, 2021 09:01:15",b
"June 17, 2021 09:01:19",b
"June 17, 2021 09:01:23",b
"June 17, 2021 09:01:28",b
"June 17, 2021 09:01:33",b
"June 17, 2021 09:01:35",b
"June 17, 2021 09:01:37",b
"June 17, 2021 09:01:38",c
"June 17, 2021 09:01:39",c
"June 17, 2021 09:01:42",c
"June 17, 2021 09:01:47",c
"June 17, 2021 09:01:51",c
"June 17, 2021 09:01:53",c
"June 17, 2021 09:01:56",c
"June 17, 2021 09:01:57",c
"June 17, 2021 09:01:59",c
"June 17, 2021 09:02:02",c
"June 17, 2021 09:02:06",c
"June 17, 2021 09:02:07",c
"June 17, 2021 09:02:10",c
"June 17, 2021 09:02:13",c
"June 17, 2021 09:02:15",c
"June 17, 2021 09:02:20",c
"June 17, 2021 09:02:24",c
"June 17, 2021 09:02:25",c
"June 17, 2021 09:02:29",c
"June 17, 2021 09:02:34",c
"June 17, 2021 09:02:36",c
"June 17, 2021 09:02:40",c
"June 17, 2021 09:02:41",c
"June 17, 2021 09:02:43",c
"June 17, 2021 09:02:45",c
"June 17, 2021 09:02:49",c
"June 17, 2021 09:02:53",c
"June 17, 2021 09:02:56",c
"June 17, 2021 09:02:58",c
"June 17, 2021 09:03:01",c
"June 17, 2021 09:03:06",c
"June 17, 2021 09:03:11",c
"June 17, 2021 09:03:12",c
"June 17, 2021 09:03:15",c
"June 17, 2021 09:03:20",c
"June 17, 2021 09:03:22",c
"June 17, 2021 09:03:25",c
"June 17, 2021 09:03:28",c
"June 17, 2021 09:03:31",c
"June 17, 2021 09:03:34",c
"June 17, 2021 09:03:35",c
"June 17, 2021 09:03:39",c
"June 17, 2021 09:03:43",c
"June 17, 2021 09:03:46",c
"June 17, 2021 09:03:48",c
"June 17, 2021 09:03:51",c
"June 17, 2021 09:03:52",c
"June 17, 2021 09:03:55",c
"June 17, 2021 09:04:00",c
"June 17, 2021 09:04:05",c
"June 17, 2021 09:04:09",c
"June 17, 2021 09:04:12",c
"June 17, 2021 09:04:13",c
"June 17, 2021 09:04:15",c
"June 17, 2021 09:04:17",c
"June 17, 2021 09:04:22",c
"June 17, 2021 09:04:26",c
"June 17, 2021 09:04:30",c
"June 17, 2021 09:04:35",c
"June 17, 2021 09:04:37",d
"June 17, 2021 09:04:39",a
"June 17, 2021 09:04:44",b
"June 17, 2021 09:04:46",b
"June 17, 2021 09:04:48",b
"June 17, 2021 09:04:50",b
"June 17, 2021 09:04:51",b
"June 17, 2021 09:04:54",b
"June 17, 2021 09:04:55",b
"June 17, 2021 09:04:59",b
"June 17, 2021 09:05:01",b
"June 17, 2021 09:05:05",b
"June 17, 2021 09:05:09",b
"June 17, 2021 09:05:10",b
"June 17, 2021 09:05:14",b
"June 17, 2021 09:05:15",c
"June 17, 2021 09:05:16",c
"June 17, 2021 09:05:20",c
"June 17, 2021 09:05:24",c
"June 17, 2021 09:05:28",c
"June 17, 2021 09:05:29",c
"June 17, 2021 09:05:34",c
"June 17, 2021 09:05:38",c
"June 17, 2021 09:05:41",c
"June 17, 2021 09:05:42",c
"June 17, 2021 09:05:47",c
"June 17, 2021 09:05:51",c
"June 17, 2021 09:05:52",c
"June 17, 2021 09:05:53",c
"June 17, 2021 09:05:55",c
"June 17, 2021 09:05:56",c
"June 17, 2021 09:06:01",c
"June 17, 2021 09:06:03",c
"June 17, 2021 09:06:06",c
"June 17, 2021 09:06:11",c
"June 17, 2021 09:06:15",c
"June 17, 2021 09:06:16",c
"June 17, 2021 09:06:19",c
"June 17, 2021 09:06:24",c
"June 17, 2021 09:06:27",c
"June 17, 2021 09:06:32",c
"June 17, 2021 09:06:34",c
"June 17, 2021 09:06:37",c
"June 17, 2021 09:06:40",c
"June 17, 2021 09:06:43",c
"June 17, 2021 09:06:46",c
"June 17, 2021 09:06:48",c
"June 17, 2021 09:06:50",c
"June 17, 2021 09:06:54",c
"June 17, 2021 09:06:59",c
"June 17, 2021 09:07:04",c
"June 17, 2021 09:07:08",c
"June 17, 2021 09:07:10",c
"June 17, 2021 09:07:12",c
"June 17, 2021 09:07:13",c
"June 17, 2021 09:07:18",c
"June 17, 2021 09:07:21",c
"June 17, 2021 09:07:26",c
"June 17, 2021 09:07:27",c
"June 17, 2021 09:07:29",c
"June 17, 2021 09:07:31",c
"June 17, 2021 09:07:36",c
"June 17, 2021 09:07:37",c
"June 17, 2021 09:07:42",c
"June 17, 2021 09:07:46",c
"June 17, 2021 09:07:47",c
"June 17, 2021 09:07:49",c
"June 17, 2021 09:07:52",c
"June 17, 2021 09:07:54",c
"June 17, 2021 09:07:56",c
"June 17, 2021 09:07:59",c
"June 17, 2021 09:08:00",c
"June 17, 2021 09:08:04",c
"June 17, 2021 09:08:07",c
"June 17, 2021 09:08:11",c
"June 17, 2021 09:08:12",c
"June 17, 2021 09:08:16",c
"June 17, 2021 09:08:17",c
"June 17, 2021 09:08:21",c
"June 17, 2021 09:08:26",c
"June 17, 2021 09:08:30",c
"June 17, 2021 09:08:31",c
"June 17, 2021 09:08:33",c
"June 17, 2021 09:08:35",c
"June 17, 2021 09:08:39",c
"June 17, 2021 09:08:41",c
"June 17, 2021 09:08:45",c
"June 17, 2021 09:08:48",c
"June 17, 2021 09:08:53",c
"June 17, 2021 09:08:55",c
"June 17, 2021 09:08:57",c
"June 17, 2021 09:08:58",c
"June 17, 2021 09:09:02",c
"June 17, 2021 09:09:04",c
"June 17, 2021 09:09:07",d
"June 17, 2021 09:09:10",a
"June 17, 2021 09:09:15",b
"June 17, 2021 09:09:17",b
"June 17, 2021 09:09:19",b
"June 17, 2021 09:09:20",b
"June 17, 2021 09:09:22",b
"June 17, 2021 09:09:25",b
"June 17, 2021 09:09:30",b
"June 17, 2021 09:09:34",b
"June 17, 2021 09:09:39",b
"June 17, 2021 09:09:43",b
"June 17, 2021 09:09:47",b
"June 17, 2021 09:09:48",b
"June 17, 2021 09:09:52",b
"June 17, 2021 09:09:54",b
"June 17, 2021 09:09:57",b
"June 17, 2021 09:10:02",b
"June 17, 2021 09:10:07",b
"June 17, 2021 09:10:12",b
"June 17, 2021 09:10:15",b
"June 17, 2021 09:10:19",b
"June 17, 2021 09:10:21",b
"June 17, 2021 09:10:22",b
"June 17, 2021 09:10:24",b
"June 17, 2021 09:10:28",b
"June 17, 2021 09:10:30",b
"June 17, 2021 09:10:32",b
"June 17, 2021 09:10:36",b
"June 17, 2021 09:10:39",b
"June 17, 2021 09:10:42",b
"June 17, 2021 09:10:46",b
"June 17, 2021 09:10:50",b
"June 17, 2021 09:10:55",b
"June 17, 2021 09:10:57",b
"June 17, 2021 09:10:59",b
"June 17, 2021 09:11:01",b
"June 17, 2021 09:11:06",b
"June 17, 2021 09:11:11",b
"June 17, 2021 09:11:16",b
"June 17, 2021 09:11:19",b
"June 17, 2021 09:11:20",b
"June 17, 2021 09:11:24",b
"June 17, 2021 09:11:25",b
"June 17, 2021 09:11:29",b
"June 17, 2021 09:11:31",b
"June 17, 2021 09:11:34",b
"June 17, 2021 09:11:36",b
"June 17, 2021 09:11:37",b
"June 17, 2021 09:11:39",b
"June 17, 2021 09:11:42",b
"June 17, 2021 09:11:43",b
"June 17, 2021 09:11:47",b
"June 17, 2021 09:11:50",b
"June 17, 2021 09:11:55",b
"June 17, 2021 09:12:00",b
"June 17, 2021 09:12:04",b
"June 17, 2021 09:12:09",b
"June 17, 2021 09:12:10",b
"June 17, 2021 09:12:12",b
"June 17, 2021 09:12:16",c
"June 17, 2021 09:12:17",c
"June 17, 2021 09:12:18",c
"June 17, 2021 09:12:21",c
"June 17, 2021 09:12:24",c
"June 17, 2021 09:12:27",c
"June 17, 2021 09:12:31",c
"June 17, 2021 09:12:34",c
"June 17, 2021 09:12:35",c
"June 17, 2021 09:12:40",c
"June 17, 2021 09:12:45",d
"June 17, 2021 09:12:50",a
"June 17, 2021 09:12:53",b
"June 17, 2021 09:12:55",b
"June 17, 2021 09:12:58",b
"June 17, 2021 09:13:00",b
"June 17, 2021 09:13:04",b
"June 17, 2021 09:13:05",b
"June 17, 2021 09:13:07",b
"June 17, 2021 09:13:08",b
"June 17, 2021 09:13:09",b
"June 17, 2021 09:13:12",b
"June 17, 2021 09:13:17",b
"June 17, 2021 09:13:22",b
"June 17, 2021 09:13:24",b
"June 17, 2021 09:13:25",b
"June 17, 2021 09:13:29",b
"June 17, 2021 09:13:34",b
"June 17, 2021 09:13:36",b
"June 17, 2021 09:13:40",b
"June 17, 2021 09:13:43",b
"June 17, 2021 09:13:48",b
"June 17, 2021 09:13:49",b
"June 17, 2021 09:13:54",b
"June 17, 2021 09:13:59",b
"June 17, 2021 09:14:00",b
"June 17, 2021 09:14:03",b
"June 17, 2021 09:14:06",b
"June 17, 2021 09:14:07",b
"June 17, 2021 09:14:09",b
"June 17, 2021 09:14:13",b
"June 17, 2021 09:14:15",b
"June 17, 2021 09:14:20",b
"June 17, 2021 09:14:22",b
"June 17, 2021 09:14:23",b
"June 17, 2021 09:14:27",b
"June 17, 2021 09:14:32",b
"June 17, 2021 09:14:37",b
"June 17, 2021 09:14:38",b
"June 17, 2021 09:14:41",b
"June 17, 2021 09:14:46",b
"June 17, 2021 09:14:48",b
"June 17, 2021 09:14:51",b
"June 17, 2021 09:14:52",b
"June 17, 2021 09:14:56",b
"June 17, 2021 09:15:00",b
"June 17, 2021 09:15:02",b
"June 17, 2021 09:15:04",b
"June 17, 2021 09:15:09",b
"June 17, 2021 09:15:14",b
"June 17, 2021 09:15:15",b
"June 17, 2021 09:15:19",b
"June 17, 2021 09:15:23",b
"June 17, 2021 09:15:26",b
"June 17, 2021 09:15:30",b
"June 17, 2021 09:15:33",b
"June 17, 2021 09:15:37",b
"June 17, 2021 09:15:39",b
"June 17, 2021 09:15:41",c
"June 17, 2021 09:15:43",c
"June 17, 2021 09:15:46",c
"June 17, 2021 09:15:49",c
"June 17, 2021 09:15:51",c
"June 17, 2021 09:15:55",c
"June 17, 2021 09:15:59",c
"June 17, 2021 09:16:00",c
"June 17, 2021 09:16:02",c
"June 17, 2021 09:16:07",c
"June 17, 2021 09:16:09",c
"June 17, 2021 09:16:11",c
"June 17, 2021 09:16:15",c
"June 17, 2021 09:16:17",c
"June 17, 2021 09:16:20",c
"June 17, 2021 09:16:23",c
"June 17, 2021 09:16:24",c
"June 17, 2021 09:16:28",c
"June 17, 2021 09:16:30",c
"June 17, 2021 09:16:34",c
"June 17, 2021 09:16:37",c
"June 17, 2021 09:16:38",c
"June 17, 2021 09:16:40",c
"June 17, 2021 09:16:42",c
"June 17, 2021 09:16:47",c
"June 17, 2021 09:16:49",c
"June 17, 2021 09:16:52",c
"June 17, 2021 09:16:55",c
"June 17, 2021 09:16:59",c
"June 17, 2021 09:17:00",c
"June 17, 2021 09:17:05",c
"June 17, 2021 09:17:10",c
"June 17, 2021 09:17:12",c
"June 17, 2021 09:17:17",c
"June 17, 2021 09:17:19",c
"June 17, 2021 09:17:23",c
"June 17, 2021 09:17:25",c
"June 17, 2021 09:17:28",c
"June 17, 2021 09:17:32",c
"June 17, 2021 09:17:35",c
"June 17, 2021 09:17:38",c
"June 17, 2021 09:17:40",c
"June 17, 2021 09:17:42",c
"June 17, 2021 09:17:45",c
"June 17, 2021 09:17:48",c
"June 17, 2021 09:17:52",c
"June 17, 2021 09:17:55",c
"June 17, 2021 09:17:56",c
"June 17, 2021 09:17:57",c
"June 17, 2021 09:17:59",c
"June 17, 2021 09:18:00",c
"June 17, 2021 09:18:03",c
"June 17, 2021 09:18:04",c
"June 17, 2021 09:18:05",c
"June 17, 2021 09:18:08",c
"June 17, 2021 09:18:11",c
"June 17, 2021 09:18:14",c
"June 17, 2021 09:18:19",c
"June 17, 2021 09:18:21",c
"June 17, 2021 09:18:25",c
"June 17, 2021 09:18:26",c
"June 17, 2021 09:18:28",c
"June 17, 2021 09:18:32",c
"June 17, 2021 09:18:33",c
"June 17, 2021 09:18:37",c
"June 17, 2021 09:18:39",c
"June 17, 2021 09:18:44",c
"June 17, 2021 09:18:47",c
"June 17, 2021 09:18:51",c
"June 17, 2021 09:18:53",c
"June 17, 2021 09:18:55",c
"June 17, 2021 09:18:56",c
"June 17, 2021 09:18:59",c
"June 17, 2021 09:19:00",c
"June 17, 2021 09:19:03",c
"June 17, 2021 09:19:07",c
"June 17, 2021 09:19:12",c
"June 17, 2021 09:19:13",c
"June 17, 2021 09:19:18",c
"June 17, 2021 09:19:22",d
"June 17, 2021 09:19:23",a
"June 17, 2021 09:19:24",b
"June 17, 2021 09:19:29",b
"June 17, 2021 09:19:30",b
"June 17, 2021 09:19:31",b
"June 17, 2021 09:19:36",b
"June 17, 2021 09:19:40",b
"June 17, 2021 09:19:44",b
"June 17, 2021 09:19:45",b
"June 17, 2021 09:19:48",b
"June 17, 2021 09:19:51",b
"June 17, 2021 09:19:55",b
"June 17, 2021 09:20:00",b
"June 17, 2021 09:20:01",b
"June 17, 2021 09:20:06",b
"June 17, 2021 09:20:07",b
"June 17, 2021 09:20:08",b
"June 17, 2021 09:20:12",b
"June 17, 2021 09:20:15",b
"June 17, 2021 09:20:17",b
"June 17, 2021 09:20:20",b
"June 17, 2021 09:20:24",b
"June 17, 2021 09:20:25",b
"June 17, 2021 09:20:28",b
"June 17, 2021 09:20:33",b
"June 17, 2021 09:20:36",b
"June 17, 2021 09:20:37",b
"June 17, 2021 09:20:38",b
"June 17, 2021 09:20:39",b
"June 17, 2021 09:20:42",b
"June 17, 2021 09:20:46",b
"June 17, 2021 09:20:47",b
"June 17, 2021 09:20:49",b
"June 17, 2021 09:20:54",b
"June 17, 2021 09:20:56",b
"June 17, 2021 09:21:00",b
"June 17, 2021 09:21:02",b
"June 17, 2021 09:21:07",b
"June 17, 2021 09:21:08",b
"June 17, 2021 09:21:10",b
"June 17, 2021 09:21:14",b
"June 17, 2021 09:21:17",b
"June 17, 2021 09:21:19",b
"June 17, 2021 09:21:20",b
"June 17, 2021 09:21:25",b
"June 17, 2021 09:21:27",b
"June 17, 2021 09:21:28",b
"June 17, 2021 09:21:32",b
"June 17, 2021 09:21:33",b
"June 17, 2021 09:21:36",b
"June 17, 2021 09:21:37",b
"June 17, 2021 09:21:40",b
"June 17, 2021 09:21:43",b
"June 17, 2021 09:21:48",b
"June 17, 2021 09:21:52",b
"June 17, 2021 09:21:56",b
"June 17, 2021 09:21:59",b
"June 17, 2021 09:22:01",b
"June 17, 2021 09:22:04",b
"June 17, 2021 09:22:08",b
"June 17, 2021 09:22:13",b
"June 17, 2021 09:22:14",b
"June 17, 2021 09:22:19",b
"June 17, 2021 09:22:20",b
"June 17, 2021 09:22:25",b
"June 17, 2021 09:22:29",b
"June 17, 2021 09:22:31",b
"June 17, 2021 09:22:33",b
"June 17, 2021 09:22:37",b
"June 17, 2021 09:22:39",b
"June 17, 2021 09:22:44",b
"June 17, 2021 09:22:48",b
"June 17, 2021 09:22:49",b
"June 17, 2021 09:22:53",b
"June 17, 2021 09:22:57",b
"June 17, 2021 09:22:59",b
"June 17, 2021 09:23:04",b
"June 17, 2021 09:23:07",b
"June 17, 2021 09:23:09",b
"June 17, 2021 09:23:10",b
"June 17, 2021 09:23:14",b
"June 17, 2021 09:23:16",b
"June 17, 2021 09:23:21",b
"June 17, 2021 09:23:24",b
"June 17, 2021 09:23:26",c
